fold,row,group,partition
3,2234,362,fit
3,2235,717,fit
3,1,1993,policy_validation
3,2,1297,policy_validation
3,11,250,policy_validation
3,12,301,policy_validation
3,15,169,policy_validation
3,16,1809,policy_validation
3,17,485,policy_validation
3,25,832,policy_validation
3,36,1123,policy_validation
3,42,515,policy_validation
3,44,893,policy_validation
3,61,454,policy_validation
3,66,696,policy_validation
3,71,1180,policy_validation
3,75,723,policy_validation
3,80,912,policy_validation
3,81,1065,policy_validation
3,85,1402,policy_validation
3,89,779,policy_validation
3,92,232,policy_validation
3,93,767,policy_validation
3,94,324,policy_validation
3,102,1509,policy_validation
3,104,1620,policy_validation
3,114,615,policy_validation
3,116,556,policy_validation
3,118,503,policy_validation
3,127,569,policy_validation
3,128,40,policy_validation
3,130,257,policy_validation
3,134,1398,policy_validation
3,142,192,policy_validation
3,148,369,policy_validation
3,149,603,policy_validation
3,150,752,policy_validation
3,152,637,policy_validation
3,159,1422,policy_validation
3,172,1364,policy_validation
3,181,1675,policy_validation
3,191,773,policy_validation
3,212,1392,policy_validation
3,215,1741,policy_validation
3,230,1214,policy_validation
3,234,1208,policy_validation
3,235,329,policy_validation
3,249,820,policy_validation
3,268,665,policy_validation
3,274,879,policy_validation
3,280,485,policy_validation
3,284,1820,policy_validation
3,290,175,policy_validation
3,302,1412,policy_validation
3,312,1900,policy_validation
3,324,1186,policy_validation
3,348,726,policy_validation
3,349,1458,policy_validation
3,351,826,policy_validation
3,354,296,policy_validation
3,362,1955,policy_validation
3,363,157,policy_validation
3,368,470,policy_validation
3,373,1378,policy_validation
3,375,1879,policy_validation
3,380,369,policy_validation
3,383,1437,policy_validation
3,387,702,policy_validation
3,390,1660,policy_validation
3,402,1274,policy_validation
3,425,1715,policy_validation
3,429,663,policy_validation
3,431,1707,policy_validation
3,441,1320,policy_validation
3,444,1503,policy_validation
3,447,720,policy_validation
3,453,703,policy_validation
3,463,926,policy_validation
3,467,1293,policy_validation
3,468,1012,policy_validation
3,472,1171,policy_validation
3,473,1832,policy_validation
3,477,986,policy_validation
3,484,1883,policy_validation
3,487,1721,policy_validation
3,504,1736,policy_validation
3,514,1385,policy_validation
3,525,244,policy_validation
3,535,164,policy_validation
3,540,1579,policy_validation
3,548,900,policy_validation
3,550,491,policy_validation
3,553,54,policy_validation
3,564,1709,policy_validation
3,574,542,policy_validation
3,580,1980,policy_validation
3,593,305,policy_validation
3,595,1652,policy_validation
3,608,648,policy_validation
3,615,1294,policy_validation
3,625,500,policy_validation
3,628,100,policy_validation
3,634,345,policy_validation
3,635,186,policy_validation
3,636,35,policy_validation
3,642,1098,policy_validation
3,644,1443,policy_validation
3,651,1888,policy_validation
3,675,2017,policy_validation
3,677,1106,policy_validation
3,678,405,policy_validation
3,682,1535,policy_validation
3,693,1028,policy_validation
3,697,2005,policy_validation
3,702,726,policy_validation
3,712,115,policy_validation
3,714,956,policy_validation
3,718,1687,policy_validation
3,723,1929,policy_validation
3,728,1059,policy_validation
3,731,978,policy_validation
3,734,1452,policy_validation
3,735,226,policy_validation
3,737,316,policy_validation
3,745,439,policy_validation
3,750,1923,policy_validation
3,753,710,policy_validation
3,756,873,policy_validation
3,766,361,policy_validation
3,776,582,policy_validation
3,783,1999,policy_validation
3,802,199,policy_validation
3,806,55,policy_validation
3,807,1950,policy_validation
3,820,491,policy_validation
3,832,1936,policy_validation
3,835,740,policy_validation
3,838,1667,policy_validation
3,843,319,policy_validation
3,844,12,policy_validation
3,845,411,policy_validation
3,851,622,policy_validation
3,856,350,policy_validation
3,860,28,policy_validation
3,863,122,policy_validation
3,875,238,policy_validation
3,882,72,policy_validation
3,890,241,policy_validation
3,896,1267,policy_validation
3,903,1641,policy_validation
3,914,1579,policy_validation
3,921,687,policy_validation
3,933,761,policy_validation
3,941,795,policy_validation
3,946,681,policy_validation
3,950,284,policy_validation
3,958,1149,policy_validation
3,971,1852,policy_validation
3,975,1034,policy_validation
3,977,658,policy_validation
3,984,950,policy_validation
3,985,1789,policy_validation
3,989,610,policy_validation
3,992,1028,policy_validation
3,998,1573,policy_validation
3,1002,1549,policy_validation
3,1012,1909,policy_validation
3,1025,1894,policy_validation
3,1026,817,policy_validation
3,1036,1783,policy_validation
3,1038,417,policy_validation
3,1052,1330,policy_validation
3,1072,1370,policy_validation
3,1073,484,policy_validation
3,1074,1467,policy_validation
3,1084,1693,policy_validation
3,1088,745,policy_validation
3,1091,2012,policy_validation
3,1105,376,policy_validation
3,1106,1961,policy_validation
3,1108,495,policy_validation
3,1109,933,policy_validation
3,1122,1636,policy_validation
3,1126,208,policy_validation
3,1127,1156,policy_validation
3,1128,1312,policy_validation
3,1141,1817,policy_validation
3,1148,1187,policy_validation
3,1155,1663,policy_validation
3,1156,336,policy_validation
3,1161,87,policy_validation
3,1163,1826,policy_validation
3,1168,1320,policy_validation
3,1174,1357,policy_validation
3,1183,78,policy_validation
3,1186,1113,policy_validation
3,1191,1240,policy_validation
3,1202,432,policy_validation
3,1210,1510,policy_validation
3,1214,266,policy_validation
3,1219,1772,policy_validation
3,1239,1228,policy_validation
3,1251,1106,policy_validation
3,1255,999,policy_validation
3,1266,1942,policy_validation
3,1279,1976,policy_validation
3,1286,1646,policy_validation
3,1294,1117,policy_validation
3,1312,529,policy_validation
3,1314,1196,policy_validation
3,1328,424,policy_validation
3,1336,1131,policy_validation
3,1338,732,policy_validation
3,1347,143,policy_validation
3,1350,381,policy_validation
3,1363,857,policy_validation
3,1364,1052,policy_validation
3,1366,1591,policy_validation
3,1371,840,policy_validation
3,1378,1567,policy_validation
3,1379,1175,policy_validation
3,1381,1948,policy_validation
3,1384,1467,policy_validation
3,1391,444,policy_validation
3,1392,1748,policy_validation
3,1402,451,policy_validation
3,1414,1287,policy_validation
3,1418,1801,policy_validation
3,1420,509,policy_validation
3,1430,984,policy_validation
3,1449,1859,policy_validation
3,1457,1868,policy_validation
3,1462,1988,policy_validation
3,1475,937,policy_validation
3,1479,1606,policy_validation
3,1483,814,policy_validation
3,1487,944,policy_validation
3,1489,997,policy_validation
3,1490,1137,policy_validation
3,1495,1542,policy_validation
3,1502,886,policy_validation
3,1503,971,policy_validation
3,1526,410,policy_validation
3,1528,1349,policy_validation
3,1531,1845,policy_validation
3,1536,906,policy_validation
3,1539,1553,policy_validation
3,1548,548,policy_validation
3,1553,1343,policy_validation
3,1555,535,policy_validation
3,1558,199,policy_validation
3,1559,1561,policy_validation
3,1562,1203,policy_validation
3,1563,1728,policy_validation
3,1567,169,policy_validation
3,1568,417,policy_validation
3,1578,109,policy_validation
3,1585,1419,policy_validation
3,1593,1999,policy_validation
3,1594,964,policy_validation
3,1600,62,policy_validation
3,1601,1282,policy_validation
3,1615,381,policy_validation
3,1622,1018,policy_validation
3,1624,291,policy_validation
3,1625,787,policy_validation
3,1639,1762,policy_validation
3,1647,91,policy_validation
3,1650,803,policy_validation
3,1651,389,policy_validation
3,1654,5,policy_validation
3,1667,1254,policy_validation
3,1673,1878,policy_validation
3,1676,1091,policy_validation
3,1679,1599,policy_validation
3,1686,1736,policy_validation
3,1700,1522,policy_validation
3,1708,276,policy_validation
3,1737,636,policy_validation
3,1739,593,policy_validation
3,1740,1303,policy_validation
3,1768,1660,policy_validation
3,1769,1330,policy_validation
3,1771,1039,policy_validation
3,1773,912,policy_validation
3,1776,1260,policy_validation
3,1777,673,policy_validation
3,1781,1072,policy_validation
3,1789,1516,policy_validation
3,1803,2032,policy_validation
3,1816,1475,policy_validation
3,1822,1324,policy_validation
3,1823,1702,policy_validation
3,1830,180,policy_validation
3,1841,151,policy_validation
3,1843,1586,policy_validation
3,1865,563,policy_validation
3,1866,807,policy_validation
3,1875,1968,policy_validation
3,1884,1681,policy_validation
3,1890,1044,policy_validation
3,1907,1164,policy_validation
3,1909,1852,policy_validation
3,1914,1459,policy_validation
3,1916,1143,policy_validation
3,1935,1626,policy_validation
3,1940,1085,policy_validation
3,1963,463,policy_validation
3,1965,1006,policy_validation
3,1969,1072,policy_validation
3,1975,131,policy_validation
3,1979,1406,policy_validation
3,1982,515,policy_validation
3,1985,1492,policy_validation
3,1991,1839,policy_validation
3,1995,1917,policy_validation
3,1999,1613,policy_validation
3,2003,1248,policy_validation
3,2004,104,policy_validation
3,2006,20,policy_validation
3,2009,215,policy_validation
3,2011,1760,policy_validation
3,2014,896,policy_validation
3,2019,1795,policy_validation
3,2029,477,policy_validation
3,2031,574,policy_validation
3,2035,1497,policy_validation
3,2047,590,policy_validation
3,2048,630,policy_validation
3,2056,521,policy_validation
3,2058,1428,policy_validation
3,2069,1324,policy_validation
3,2071,1221,policy_validation
3,2076,1337,policy_validation
3,2085,920,policy_validation
3,2114,866,policy_validation
3,2129,2025,policy_validation
3,2136,1778,policy_validation
3,2137,137,policy_validation
3,2146,1077,policy_validation
3,2148,399,policy_validation
3,2167,47,policy_validation
3,2169,1529,policy_validation
3,2171,309,policy_validation
3,2188,357,policy_validation
3,2209,1487,policy_validation
3,2217,588,policy_validation
3,2219,1234,policy_validation
3,2221,166,policy_validation
3,2223,849,policy_validation
3,23,1441,outer_test
3,27,435,outer_test
3,29,701,outer_test
3,37,1301,outer_test
3,38,754,outer_test
3,39,546,outer_test
3,46,398,outer_test
3,48,1580,outer_test
3,49,211,outer_test
3,50,213,outer_test
3,57,267,outer_test
3,67,1804,outer_test
3,70,1447,outer_test
3,77,1647,outer_test
3,78,1114,outer_test
3,96,1288,outer_test
3,97,1476,outer_test
3,98,2013,outer_test
3,109,130,outer_test
3,112,876,outer_test
3,119,581,outer_test
3,132,194,outer_test
3,135,915,outer_test
3,136,348,outer_test
3,137,1666,outer_test
3,139,1063,outer_test
3,141,343,outer_test
3,144,1388,outer_test
3,154,1677,outer_test
3,156,493,outer_test
3,157,114,outer_test
3,160,1953,outer_test
3,163,1445,outer_test
3,164,278,outer_test
3,167,836,outer_test
3,173,528,outer_test
3,179,2013,outer_test
3,180,1656,outer_test
3,182,2002,outer_test
3,184,1932,outer_test
3,194,1735,outer_test
3,197,769,outer_test
3,201,1027,outer_test
3,204,1334,outer_test
3,206,218,outer_test
3,211,1045,outer_test
3,213,1513,outer_test
3,221,1824,outer_test
3,222,952,outer_test
3,224,174,outer_test
3,226,1706,outer_test
3,231,851,outer_test
3,236,869,outer_test
3,237,17,outer_test
3,242,1308,outer_test
3,247,1374,outer_test
3,251,922,outer_test
3,258,688,outer_test
3,270,224,outer_test
3,276,568,outer_test
3,292,1554,outer_test
3,296,639,outer_test
3,299,835,outer_test
3,300,457,outer_test
3,303,728,outer_test
3,304,595,outer_test
3,306,41,outer_test
3,308,541,outer_test
3,313,804,outer_test
3,314,1922,outer_test
3,320,1854,outer_test
3,327,438,outer_test
3,333,205,outer_test
3,335,170,outer_test
3,342,671,outer_test
3,346,1719,outer_test
3,350,304,outer_test
3,369,1959,outer_test
3,374,1084,outer_test
3,376,6,outer_test
3,377,609,outer_test
3,384,1782,outer_test
3,385,1974,outer_test
3,389,2019,outer_test
3,404,1661,outer_test
3,420,1913,outer_test
3,427,706,outer_test
3,438,1189,outer_test
3,439,1080,outer_test
3,440,1084,outer_test
3,442,397,outer_test
3,445,1638,outer_test
3,446,1507,outer_test
3,462,523,outer_test
3,464,1730,outer_test
3,466,1534,outer_test
3,478,1614,outer_test
3,479,1861,outer_test
3,480,1128,outer_test
3,483,343,outer_test
3,485,679,outer_test
3,489,235,outer_test
3,490,1603,outer_test
3,493,1992,outer_test
3,506,476,outer_test
3,507,714,outer_test
3,509,1195,outer_test
3,519,1188,outer_test
3,521,81,outer_test
3,522,561,outer_test
3,524,1277,outer_test
3,531,141,outer_test
3,534,1438,outer_test
3,543,1353,outer_test
3,544,3,outer_test
3,551,1746,outer_test
3,554,394,outer_test
3,555,1874,outer_test
3,559,46,outer_test
3,563,1368,outer_test
3,567,1270,outer_test
3,568,885,outer_test
3,575,1485,outer_test
3,579,299,outer_test
3,581,1699,outer_test
3,585,645,outer_test
3,590,1092,outer_test
3,603,754,outer_test
3,604,661,outer_test
3,605,1682,outer_test
3,613,1560,outer_test
3,630,1022,outer_test
3,632,251,outer_test
3,637,1782,outer_test
3,647,518,outer_test
3,648,1711,outer_test
3,653,133,outer_test
3,654,922,outer_test
3,662,1454,outer_test
3,663,990,outer_test
3,668,364,outer_test
3,691,318,outer_test
3,699,1908,outer_test
3,707,607,outer_test
3,711,1481,outer_test
3,717,1881,outer_test
3,730,641,outer_test
3,738,1982,outer_test
3,739,464,outer_test
3,742,434,outer_test
3,751,359,outer_test
3,759,1997,outer_test
3,771,1969,outer_test
3,774,1354,outer_test
3,775,1158,outer_test
3,777,64,outer_test
3,779,1609,outer_test
3,780,1242,outer_test
3,781,846,outer_test
3,784,1585,outer_test
3,787,414,outer_test
3,790,1281,outer_test
3,805,179,outer_test
3,809,942,outer_test
3,815,1903,outer_test
3,816,1724,outer_test
3,824,239,outer_test
3,830,1546,outer_test
3,848,1441,outer_test
3,850,408,outer_test
3,857,801,outer_test
3,862,1173,outer_test
3,864,628,outer_test
3,870,2027,outer_test
3,873,1236,outer_test
3,876,1791,outer_test
3,877,1225,outer_test
3,884,1329,outer_test
3,885,274,outer_test
3,887,1633,outer_test
3,891,546,outer_test
3,892,533,outer_test
3,893,1246,outer_test
3,895,1423,outer_test
3,897,632,outer_test
3,905,1739,outer_test
3,906,891,outer_test
3,908,794,outer_test
3,909,2008,outer_test
3,910,1621,outer_test
3,911,106,outer_test
3,913,505,outer_test
3,918,861,outer_test
3,922,781,outer_test
3,925,2019,outer_test
3,928,1703,outer_test
3,932,146,outer_test
3,944,15,outer_test
3,945,1411,outer_test
3,947,402,outer_test
3,956,1351,outer_test
3,964,1975,outer_test
3,968,1815,outer_test
3,973,1777,outer_test
3,980,1027,outer_test
3,983,1643,outer_test
3,988,1848,outer_test
3,991,1767,outer_test
3,993,810,outer_test
3,997,1251,outer_test
3,1004,434,outer_test
3,1006,932,outer_test
3,1010,1321,outer_test
3,1016,1810,outer_test
3,1017,1627,outer_test
3,1024,734,outer_test
3,1029,898,outer_test
3,1033,947,outer_test
3,1050,883,outer_test
3,1056,822,outer_test
3,1058,652,outer_test
3,1062,1256,outer_test
3,1067,146,outer_test
3,1069,1405,outer_test
3,1081,601,outer_test
3,1083,1146,outer_test
3,1087,1311,outer_test
3,1092,1266,outer_test
3,1093,980,outer_test
3,1094,1109,outer_test
3,1100,1607,outer_test
3,1104,1874,outer_test
3,1110,518,outer_test
3,1111,1557,outer_test
3,1112,1519,outer_test
3,1118,1178,outer_test
3,1119,498,outer_test
3,1121,995,outer_test
3,1125,1230,outer_test
3,1129,39,outer_test
3,1136,1837,outer_test
3,1149,1201,outer_test
3,1151,693,outer_test
3,1154,539,outer_test
3,1165,1223,outer_test
3,1166,1963,outer_test
3,1169,383,outer_test
3,1172,919,outer_test
3,1185,1317,outer_test
3,1187,1860,outer_test
3,1189,488,outer_test
3,1194,1570,outer_test
3,1196,354,outer_test
3,1200,688,outer_test
3,1203,701,outer_test
3,1208,1417,outer_test
3,1211,1017,outer_test
3,1217,1380,outer_test
3,1220,27,outer_test
3,1224,158,outer_test
3,1225,550,outer_test
3,1230,1206,outer_test
3,1232,1750,outer_test
3,1233,478,outer_test
3,1240,260,outer_test
3,1241,99,outer_test
3,1245,2033,outer_test
3,1247,755,outer_test
3,1258,365,outer_test
3,1260,1119,outer_test
3,1261,1524,outer_test
3,1264,1057,outer_test
3,1267,375,outer_test
3,1269,816,outer_test
3,1277,1345,outer_test
3,1284,749,outer_test
3,1295,1120,outer_test
3,1300,1927,outer_test
3,1304,367,outer_test
3,1306,1490,outer_test
3,1309,1918,outer_test
3,1311,2023,outer_test
3,1315,1922,outer_test
3,1321,154,outer_test
3,1326,1396,outer_test
3,1327,1541,outer_test
3,1337,1819,outer_test
3,1343,1887,outer_test
3,1355,1754,outer_test
3,1369,1560,outer_test
3,1374,1798,outer_test
3,1376,1127,outer_test
3,1377,163,outer_test
3,1385,993,outer_test
3,1386,359,outer_test
3,1396,124,outer_test
3,1398,1903,outer_test
3,1421,1454,outer_test
3,1435,1825,outer_test
3,1437,338,outer_test
3,1440,147,outer_test
3,1451,776,outer_test
3,1452,898,outer_test
3,1458,1048,outer_test
3,1460,760,outer_test
3,1461,1895,outer_test
3,1463,905,outer_test
3,1464,434,outer_test
3,1465,1694,outer_test
3,1466,719,outer_test
3,1467,1261,outer_test
3,1471,1295,outer_test
3,1472,1361,outer_test
3,1476,877,outer_test
3,1480,1830,outer_test
3,1481,1427,outer_test
3,1482,989,outer_test
3,1485,385,outer_test
3,1497,1055,outer_test
3,1500,312,outer_test
3,1510,1306,outer_test
3,1511,1151,outer_test
3,1512,93,outer_test
3,1513,1528,outer_test
3,1519,243,outer_test
3,1521,34,outer_test
3,1524,59,outer_test
3,1533,1787,outer_test
3,1540,443,outer_test
3,1543,1672,outer_test
3,1544,1565,outer_test
3,1573,1869,outer_test
3,1577,24,outer_test
3,1587,1317,outer_test
3,1588,1743,outer_test
3,1590,1918,outer_test
3,1598,1759,outer_test
3,1602,1766,outer_test
3,1605,307,outer_test
3,1611,1735,outer_test
3,1623,1471,outer_test
3,1628,229,outer_test
3,1635,841,outer_test
3,1642,1102,outer_test
3,1648,70,outer_test
3,1652,184,outer_test
3,1653,118,outer_test
3,1660,50,outer_test
3,1669,765,outer_test
3,1675,1898,outer_test
3,1682,1167,outer_test
3,1683,969,outer_test
3,1685,596,outer_test
3,1693,620,outer_test
3,1695,1501,outer_test
3,1705,1043,outer_test
3,1711,790,outer_test
3,1728,1454,outer_test
3,1731,957,outer_test
3,1744,2002,outer_test
3,1748,1270,outer_test
3,1750,853,outer_test
3,1754,1495,outer_test
3,1756,1946,outer_test
3,1761,421,outer_test
3,1763,1941,outer_test
3,1765,1932,outer_test
3,1770,741,outer_test
3,1790,243,outer_test
3,1792,425,outer_test
3,1794,459,outer_test
3,1801,270,outer_test
3,1809,1003,outer_test
3,1810,1466,outer_test
3,1811,1842,outer_test
3,1824,1162,outer_test
3,1833,85,outer_test
3,1834,200,outer_test
3,1837,965,outer_test
3,1844,1375,outer_test
3,1845,575,outer_test
3,1853,1097,outer_test
3,1855,280,outer_test
3,1857,1212,outer_test
3,1859,1266,outer_test
3,1868,1037,outer_test
3,1870,929,outer_test
3,1872,1400,outer_test
3,1885,1220,outer_test
3,1888,327,outer_test
3,1894,483,outer_test
3,1901,655,outer_test
3,1911,2008,outer_test
3,1915,1810,outer_test
3,1919,289,outer_test
3,1930,910,outer_test
3,1932,1078,outer_test
3,1936,733,outer_test
3,1937,580,outer_test
3,1939,1134,outer_test
3,1942,757,outer_test
3,1945,1987,outer_test
3,1946,1361,outer_test
3,1961,103,outer_test
3,1964,975,outer_test
3,1968,332,outer_test
3,1972,255,outer_test
3,1974,1383,outer_test
3,1976,469,outer_test
3,1980,1538,outer_test
3,1993,1575,outer_test
3,1994,294,outer_test
3,2023,1554,outer_test
3,2025,555,outer_test
3,2027,67,outer_test
3,2028,1876,outer_test
3,2033,1029,outer_test
3,2034,1002,outer_test
3,2045,1770,outer_test
3,2050,1138,outer_test
3,2065,1433,outer_test
3,2068,686,outer_test
3,2072,1688,outer_test
3,2073,1069,outer_test
3,2074,677,outer_test
3,2078,450,outer_test
3,2081,1460,outer_test
3,2087,1598,outer_test
3,2091,555,outer_test
3,2100,188,outer_test
3,2103,1538,outer_test
3,2105,586,outer_test
3,2107,1339,outer_test
3,2134,1609,outer_test
3,2149,1938,outer_test
3,2156,1183,outer_test
3,2159,985,outer_test
3,2163,1842,outer_test
3,2164,830,outer_test
3,2179,1825,outer_test
3,2185,1592,outer_test
3,2189,1010,outer_test
3,2191,721,outer_test
3,2193,938,outer_test
3,2205,614,outer_test
3,2213,1206,outer_test
3,2220,1649,outer_test
3,2226,75,outer_test
3,2231,666,outer_test
3,2233,512,outer_test
4,2,1297,fit
4,3,1133,fit
4,4,953,fit
4,6,1977,fit
4,7,431,fit
4,8,951,fit
4,9,716,fit
4,13,966,fit
4,15,169,fit
4,16,1809,fit
4,17,485,fit
4,18,210,fit
4,19,1245,fit
4,20,249,fit
4,21,7,fit
4,24,1670,fit
4,26,1967,fit
4,27,435,fit
4,28,377,fit
4,29,701,fit
4,30,1533,fit
4,31,38,fit
4,32,737,fit
4,34,1199,fit
4,35,884,fit
4,37,1301,fit
4,38,754,fit
4,39,546,fit
4,41,1671,fit
4,43,1744,fit
4,47,1608,fit
4,48,1580,fit
4,49,211,fit
4,50,213,fit
4,55,1504,fit
4,56,142,fit
4,57,267,fit
4,59,1210,fit
4,60,1841,fit
4,62,1851,fit
4,64,1588,fit
4,65,963,fit
4,66,696,fit
4,67,1804,fit
4,69,753,fit
4,71,1180,fit
4,72,152,fit
4,74,532,fit
4,75,723,fit
4,76,1026,fit
4,77,1647,fit
4,78,1114,fit
4,79,692,fit
4,80,912,fit
4,81,1065,fit
4,83,38,fit
4,84,1940,fit
4,85,1402,fit
4,87,1056,fit
4,90,1222,fit
4,94,324,fit
4,96,1288,fit
4,97,1476,fit
4,98,2013,fit
4,99,1477,fit
4,100,746,fit
4,102,1509,fit
4,103,1286,fit
4,104,1620,fit
4,105,1984,fit
4,108,234,fit
4,109,130,fit
4,111,1016,fit
4,112,876,fit
4,113,1729,fit
4,114,615,fit
4,115,987,fit
4,117,1757,fit
4,118,503,fit
4,119,581,fit
4,121,1112,fit
4,122,1653,fit
4,124,1263,fit
4,125,1376,fit
4,127,569,fit
4,128,40,fit
4,131,1011,fit
4,132,194,fit
4,133,823,fit
4,134,1398,fit
4,139,1063,fit
4,140,1478,fit
4,141,343,fit
4,142,192,fit
4,143,690,fit
4,145,52,fit
4,146,722,fit
4,148,369,fit
4,149,603,fit
4,152,637,fit
4,153,123,fit
4,154,1677,fit
4,157,114,fit
4,158,845,fit
4,159,1422,fit
4,163,1445,fit
4,164,278,fit
4,165,182,fit
4,169,1875,fit
4,170,1139,fit
4,173,528,fit
4,174,564,fit
4,176,698,fit
4,177,829,fit
4,178,730,fit
4,179,2013,fit
4,180,1656,fit
4,181,1675,fit
4,183,572,fit
4,186,1674,fit
4,187,1833,fit
4,188,45,fit
4,190,1981,fit
4,192,58,fit
4,193,786,fit
4,194,1735,fit
4,195,1896,fit
4,197,769,fit
4,199,1355,fit
4,200,1040,fit
4,201,1027,fit
4,204,1334,fit
4,208,1934,fit
4,210,751,fit
4,211,1045,fit
4,212,1392,fit
4,213,1513,fit
4,215,1741,fit
4,216,1142,fit
4,217,53,fit
4,218,1371,fit
4,219,1409,fit
4,220,1209,fit
4,221,1824,fit
4,222,952,fit
4,223,913,fit
4,224,174,fit
4,225,1013,fit
4,227,390,fit
4,228,1714,fit
4,229,1684,fit
4,230,1214,fit
4,231,851,fit
4,233,1290,fit
4,236,869,fit
4,238,396,fit
4,240,1884,fit
4,242,1308,fit
4,243,946,fit
4,246,1243,fit
4,247,1374,fit
4,251,922,fit
4,253,502,fit
4,254,600,fit
4,255,647,fit
4,257,1207,fit
4,258,688,fit
4,259,395,fit
4,260,940,fit
4,261,84,fit
4,263,216,fit
4,264,1415,fit
4,269,1498,fit
4,270,224,fit
4,271,1710,fit
4,272,1404,fit
4,274,879,fit
4,276,568,fit
4,277,1150,fit
4,279,1013,fit
4,280,485,fit
4,281,1847,fit
4,282,1930,fit
4,283,1382,fit
4,286,1865,fit
4,287,644,fit
4,288,1780,fit
4,289,605,fit
4,291,834,fit
4,292,1554,fit
4,295,1954,fit
4,296,639,fit
4,297,475,fit
4,298,625,fit
4,299,835,fit
4,300,457,fit
4,303,728,fit
4,304,595,fit
4,305,759,fit
4,306,41,fit
4,307,1269,fit
4,308,541,fit
4,312,1900,fit
4,314,1922,fit
4,317,1456,fit
4,320,1854,fit
4,322,1170,fit
4,323,1808,fit
4,324,1186,fit
4,325,540,fit
4,326,902,fit
4,327,438,fit
4,328,1610,fit
4,329,1669,fit
4,331,1177,fit
4,332,1747,fit
4,333,205,fit
4,334,1408,fit
4,337,339,fit
4,338,453,fit
4,341,297,fit
4,344,334,fit
4,345,428,fit
4,346,1719,fit
4,347,416,fit
4,348,726,fit
4,349,1458,fit
4,350,304,fit
4,351,826,fit
4,352,1814,fit
4,353,1258,fit
4,357,1840,fit
4,360,84,fit
4,361,492,fit
4,363,157,fit
4,364,1523,fit
4,366,2022,fit
4,368,470,fit
4,369,1959,fit
4,371,126,fit
4,372,1698,fit
4,374,1084,fit
4,375,1879,fit
4,376,6,fit
4,377,609,fit
4,378,1727,fit
4,380,369,fit
4,381,1023,fit
4,382,1087,fit
4,383,1437,fit
4,384,1782,fit
4,385,1974,fit
4,389,2019,fit
4,390,1660,fit
4,395,2006,fit
4,398,945,fit
4,399,447,fit
4,400,128,fit
4,401,889,fit
4,402,1274,fit
4,403,1558,fit
4,404,1661,fit
4,405,951,fit
4,406,813,fit
4,407,1979,fit
4,408,1367,fit
4,409,89,fit
4,411,380,fit
4,412,1444,fit
4,413,923,fit
4,414,656,fit
4,415,253,fit
4,416,519,fit
4,419,441,fit
4,420,1913,fit
4,421,958,fit
4,422,482,fit
4,423,379,fit
4,424,1434,fit
4,425,1715,fit
4,426,536,fit
4,427,706,fit
4,429,663,fit
4,430,1001,fit
4,432,1387,fit
4,435,1298,fit
4,437,925,fit
4,438,1189,fit
4,440,1084,fit
4,441,1320,fit
4,442,397,fit
4,443,1118,fit
4,444,1503,fit
4,445,1638,fit
4,449,279,fit
4,451,1990,fit
4,452,1540,fit
4,454,670,fit
4,455,386,fit
4,456,112,fit
4,457,1450,fit
4,458,1394,fit
4,459,448,fit
4,460,1415,fit
4,462,523,fit
4,465,718,fit
4,466,1534,fit
4,470,1381,fit
4,472,1171,fit
4,474,1532,fit
4,475,782,fit
4,478,1614,fit
4,479,1861,fit
4,480,1128,fit
4,481,189,fit
4,483,343,fit
4,484,1883,fit
4,487,1721,fit
4,489,235,fit
4,490,1603,fit
4,492,968,fit
4,493,1992,fit
4,495,1054,fit
4,499,1193,fit
4,500,1544,fit
4,501,1387,fit
4,503,1818,fit
4,506,476,fit
4,507,714,fit
4,508,1806,fit
4,509,1195,fit
4,510,366,fit
4,511,246,fit
4,513,1323,fit
4,514,1385,fit
4,515,1594,fit
4,516,1863,fit
4,518,461,fit
4,519,1188,fit
4,520,1442,fit
4,521,81,fit
4,523,909,fit
4,524,1277,fit
4,526,1611,fit
4,527,1272,fit
4,529,1771,fit
4,530,1319,fit
4,531,141,fit
4,532,1931,fit
4,534,1438,fit
4,535,164,fit
4,536,1679,fit
4,537,674,fit
4,538,1285,fit
4,540,1579,fit
4,542,1359,fit
4,543,1353,fit
4,544,3,fit
4,545,792,fit
4,546,1090,fit
4,548,900,fit
4,551,1746,fit
4,552,1305,fit
4,554,394,fit
4,555,1874,fit
4,556,684,fit
4,558,13,fit
4,560,867,fit
4,561,1360,fit
4,562,144,fit
4,563,1368,fit
4,565,1886,fit
4,566,1858,fit
4,567,1270,fit
4,568,885,fit
4,569,1574,fit
4,570,331,fit
4,571,18,fit
4,572,713,fit
4,573,1973,fit
4,575,1485,fit
4,576,748,fit
4,577,1704,fit
4,578,1670,fit
4,581,1699,fit
4,584,217,fit
4,587,768,fit
4,588,617,fit
4,590,1092,fit
4,591,640,fit
4,592,967,fit
4,593,305,fit
4,594,627,fit
4,596,233,fit
4,598,1449,fit
4,602,1446,fit
4,603,754,fit
4,604,661,fit
4,606,422,fit
4,607,1701,fit
4,609,1756,fit
4,611,373,fit
4,612,1327,fit
4,613,1560,fit
4,614,770,fit
4,615,1294,fit
4,617,1064,fit
4,618,664,fit
4,619,1602,fit
4,620,19,fit
4,621,1958,fit
4,622,587,fit
4,623,1035,fit
4,626,982,fit
4,629,867,fit
4,630,1022,fit
4,632,251,fit
4,633,788,fit
4,637,1782,fit
4,638,1148,fit
